1,FEC ID,STATE,STATE ABBREVIATION,LAST NAME;  FIRST,TOTAL VOTES,GENERAL RESULTS,TOTAL VOTES #,GENERAL %,WINNER INDICATOR
91,n/a,Colorado,CO,,,,,,
92,P00003392,Connecticut,CT,Clinton; Hillary,,897572,,0.55,W
93,P80001571,Connecticut,CT,Trump; Donald J.,,673215,,0.41,
94,P20002671,Connecticut,CT,Johnson; Gary,,48676,,0.03,
95,P20003984,Connecticut,CT,Stein; Jill,,22841,,0.01,
96,P60022654,Connecticut,CT,McMullin; Evan ,,2108,,0,
97,P60021102,Connecticut,CT,Castle; Darrell L.,,147,,0,
98,n/a,Connecticut,CT,Cooper; Jeffrey A.,,57,,0,
99,n/a,Connecticut,CT,Evans; Ronald,,44,,0,
100,P60015351,Connecticut,CT,Basiago; Andrew D. ,,42,,0,
101,P80005572,Connecticut,CT,La Riva; Gloria,,41,,0,
102,P20005260,Connecticut,CT,Hoefling; Tom ,,31,,0,
103,P20004511,Connecticut,CT,Kotlikoff; Laurence,,23,,0,
104,P60020757,Connecticut,CT,Buchanan; Robert L.,,19,,0,
105,n/a,Connecticut,CT,Wu; Jeffrey Anthony,,18,,0,
106,n/a,Connecticut,CT,Schoenke; Marshall,,15,,0,
107,P60006673,Connecticut,CT,Deame; Kevin,,13,,0,
108,n/a,Connecticut,CT,Blumenthal; Paul E.,,12,,0,
109,P60016342,Connecticut,CT,"De La Fuente; ""Rocky"" Roque",,12,,0,
110,P60016623,Connecticut,CT,Smith; Mike,,12,,0,
111,n/a,Connecticut,CT,Klojzy; Jeffrey John; Jr.,,6,,0,
112,n/a,Connecticut,CT,Cummings; Darryl,,5,,0,
113,P60018249,Connecticut,CT,Maldonado; Joseph,,4,,0,
114,P60012960,Connecticut,CT,Skewes; Peter,,4,,0,
115,P60005303,Connecticut,CT,Fox; Cherunda,,3,,0,
116,n/a,Connecticut,CT,,Total State Votes:,,1644920,,
117,n/a,Connecticut,CT,,,,,,
118,P00003392,Delaware,DE,Clinton; Hillary,,235603,,0.53,W
119,P80001571,Delaware,DE,Trump; Donald J.,,185127,,0.42,
120,P20002671,Delaware,DE,Johnson; Gary,,14757,,0.03,
121,P20003984,Delaware,DE,Stein; Jill,,6103,,0.01,
122,n/a,Delaware,DE,Other,,1407,,0,
123,P60022654,Delaware,DE,McMullin; Evan,,706,,0,
124,P60021102,Delaware,DE,Castle; Darrell L.,,74,,0,
125,P20005260,Delaware,DE,Hoefling; Thomas Conrad,,7,,0,
126,P60020757,Delaware,DE,Buchanan; Robert L.,,4,,0,
127,P60016342,Delaware,DE,"De La Fuente; ""Rocky"" Roque",,3,,0,
128,n/a,Delaware,DE,Hartnell; Benjamin,,3,,0,
129,P80005572,Delaware,DE,LaRiva; Gloria,,3,,0,
130,n/a,Delaware,DE,Limbaugh; David,,3,,0,
131,P60016623,Delaware,DE,Smith; Mike,,3,,0,
132,n/a,Delaware,DE,Scott; Ryan Alan,,2,,0,
133,P20004677,Delaware,DE,White; Jerry,,2,,0,
134,n/a,Delaware,DE,Duncan; Richard,,1,,0,
135,P60005808,Delaware,DE,Kahn; Lynn,,1,,0,
136,P80004989,Delaware,DE,Locke; Star,,1,,0,
137,P60018249,Delaware,DE,Maldonado; Joseph A.,,1,,0,
138,P60004868,Delaware,DE,Perry; Darryl W.,,1,,0,
139,P60020963,Delaware,DE,Sood; Ajay,,1,,0,
140,n/a,Delaware,DE,Stout; Matthew Water,,1,,0,
141,n/a,Delaware,DE,,Total State Votes:,,443814,,
142,n/a,Delaware,DE,,,,,,
143,P00003392,District of Columbia,DC,Clinton; Hillary,,282830,,0.91,W
144,P80001571,District of Columbia,DC,Trump; Donald J.,,12723,,0.04,
145,n/a,District of Columbia,DC,Scattered,,6551,,0.02,
146,P20002671,District of Columbia,DC,Johnson; Gary,,4906,,0.02,
147,P20003984,District of Columbia,DC,Stein; Jill,,4258,,0.01,
148,n/a,District of Columbia,DC,,Total State Votes:,,311268,,
149,n/a,District of Columbia,DC,,,,,,
150,P80001571,Florida,FL,Trump; Donald J.,,4617886,,0.49,W
151,P00003392,Florida,FL,Clinton; Hillary,,4504975,,0.48,
152,P20002671,Florida,FL,Johnson; Gary,,207043,,0.02,
153,P20003984,Florida,FL,Stein; Jill,,64399,,0.01,
154,P60021102,Florida,FL,Castle; Darrell L.,,16475,,0,
155,P60016342,Florida,FL,De La Fuente; Roque (Rocky),,9108,,0,
156,P20004511,Florida,FL,Kotlikoff; Laurence J.,,74,,0,
157,n/a,Florida,FL,Duncan; Richard,,25,,0,
158,P60015351,Florida,FL,Basiago; Andrew D.,,24,,0,
159,P60008190,Florida,FL,Gyurko; Zoltan Istvan,,19,,0,
160,n/a,Florida,FL,"Valdivia; Anthony ""Tony"" Joseph",,9,,0,
161,P60005303,Florida,FL,Fox; Cherunda,,2,,0,
162,n/a,Florida,FL,,Total State Votes:,,9420039,,
163,n/a,Florida,FL,,,,,,
164,P80001571,Georgia,GA,Trump; Donald J.,,2089104,,0.51,W
165,P00003392,Georgia,GA,Clinton; Hillary,,1877963,,0.46,
166,P20002671,Georgia,GA,Johnson; Gary,,125306,,0.03,
167,P60022654,Georgia,GA,McMullin; Evan,,13017,,0,
168,P20003984,Georgia,GA,Stein; Jill,,7674,,0,
169,P60021102,Georgia,GA,Castle; Darrell,,1110,,0,
170,P60022787,Georgia,GA,Maturen; Mike,,151,,0,
171,P60005303,Georgia,GA,Fox; Cherunda,,78,,0,
172,P20005260,Georgia,GA,Hoefling; Thomas,,70,,0,
173,P60016623,Georgia,GA,Smith; Michael L.,,53,,0,
174,P20004511,Georgia,GA,Kotlikoff; Laurence,,34,,0,
175,n/a,Georgia,GA,Wilson; Sandra,,32,,0,
176,P60020757,Georgia,GA,Buchanan; Robert,,31,,0,
177,n/a,Georgia,GA,Muhammad; Ricky,,30,,0,
178,P60023207,Georgia,GA,Cubbler; Scott,,24,,0,
179,n/a,Georgia,GA,Collins; Loren,,22,,0,
180,P80003643,Georgia,GA,Elliott; Claire Elisabeth,,15,,0,
181,n/a,Georgia,GA,Byrne; David C.,,8,,0,
182,n/a,Georgia,GA,Allen; Stephen L.,,5,,0,
183,n/a,Georgia,GA,Urbach; Marc,,5,,0,
184,n/a,Georgia,GA,,Total State Votes:,,4114732,,
185,n/a,Georgia,GA,,,,,,
186,P00003392,Hawaii,HI,Clinton; Hillary,,266891,,0.62,W
187,P80001571,Hawaii,HI,Trump; Donald J.,,128847,,0.3,
188,P20002671,Hawaii,HI,Johnson; Gary,,15954,,0.04,
189,P20003984,Hawaii,HI,Stein; Jill,,12737,,0.03,
190,P60021102,Hawaii,HI,Castle; Darrell L.,,4508,,0.01,
191,n/a,Hawaii,HI,,Total State Votes:,,428937,,
192,n/a,Hawaii,HI,,,,,,
193,P80001571,Idaho,ID,Trump; Donald J.,,409055,,0.59,W
194,P00003392,Idaho,ID,Clinton; Hillary Rodham,,189765,,0.27,
195,P60022654,Idaho,ID,McMullin; Evan,,46476,,0.07,
196,P20002671,Idaho,ID,Johnson; Gary,,28331,,0.04,
197,P20003984,Idaho,ID,Stein; Jill,,8496,,0.01,
198,P60021102,Idaho,ID,Castle; Darrell L.,,4403,,0.01,
199,P60007457,Idaho,ID,Copeland; Scott,,2356,,0,
200,P60016342,Idaho,ID,De La Fuente; Rocky,,1373,,0,
201,n/a,Idaho,ID,,Total State Votes:,,690255,,
202,n/a,Idaho,ID,,,,,,
203,P00003392,Illinois,IL,Clinton; Hillary Rodham,,3090729,,0.56,W
204,P80001571,Illinois,IL,Trump; Donald J.,,2146015,,0.39,
205,P20002671,Illinois,IL,Johnson; Gary,,209596,,0.04,
206,P20003984,Illinois,IL,Stein; Jill,,76802,,0.01,
207,P60022654,Illinois,IL,McMullin; Evan,,11655,,0,
208,P60021102,Illinois,IL,Castle; Darrell,,1138,,0,
209,P20005260,Illinois,IL,Hoefling; Tom ,,175,,0,
210,P20004511,Illinois,IL,Kotlikoff; Laurence,,82,,0,
211,n/a,Illinois,IL,Anderson; James,,61,,0,
212,n/a,Illinois,IL,Seeberg; Phillip,,27,,0,
213,n/a,Illinois,IL,Schoenke; Marshall Roy,,25,,0,
214,n/a,Illinois,IL,McKee; Kevin,,24,,0,
215,P60018249,Illinois,IL,Maldonado; Joseph A. ,,20,,0,
216,P60023686,Illinois,IL,Breivogel; Joann,,12,,0,
217,P60019114,Illinois,IL,Morris; Laio,,10,,0,
218,n/a,Illinois,IL,Stack; David G.,,10,,0,
219,n/a,Illinois,IL,Roberts; Matthew ,,8,,0,
220,n/a,Illinois,IL,Lee; Jonathan ,,7,,0,
221,n/a,Illinois,IL,Hartnell; Ben,,6,,0,
222,n/a,Illinois,IL,Brumfield; Author C.,,5,,0,
223,n/a,Illinois,IL,Smith; Duff Cooper,,4,,0,
224,P60005303,Illinois,IL,Fox; Cherunda,,3,,0,
225,n/a,Illinois,IL,Meluch; Timothy B.,,3,,0,
226,n/a,Illinois,IL,Tyree; Roy Wayne,,3,,0,
227,n/a,Illinois,IL,Harper; Mark J.,,1,,0,
228,n/a,Illinois,IL,Johnson; Nathan,,1,,0,
229,n/a,Illinois,IL,Struck; James T.,,1,,0,
230,P60020484,Illinois,IL,Wysinger; Dem J.,,1,,0,
231,n/a,Illinois,IL,,Total State Votes:,,5536424,,
232,n/a,Illinois,IL,,,,,,
233,P80001571,Indiana,IN,Trump; Donald J.,,1557286,,0.57,W
234,P00003392,Indiana,IN,Clinton; Hillary,,1033126,,0.38,
235,P20002671,Indiana,IN,Johnson; Gary,,133993,,0.05,
236,P20003984,Indiana,IN,Stein; Jill,,7841,,0,
237,P60021102,Indiana,IN,Castle; Darrell L.,,1937,,0,
238,P20005260,Indiana,IN,Hoefling; Tom ,,269,,0,
239,n/a,Indiana,IN,Roberts; Matthew ,,148,,0,
240,n/a,Indiana,IN,Jackson; Denny Carroll,,121,,0,
241,P60018017,Indiana,IN,Soltysik; Emidio,,57,,0,
242,P20004511,Indiana,IN,Kotlikoff; Laurence,,49,,0,
243,n/a,Indiana,IN,Kelly; Melissa L.,,44,,0,
244,n/a,Indiana,IN,Duncan; Richard,,25,,0,
245,n/a,Indiana,IN,Mullis; Richard G.,,22,,0,
246,P60016342,Indiana,IN,De La Fuente; Roque,,21,,0,
247,n/a,Indiana,IN,Brown; Ray C.,,11,,0,
248,P60018249,Indiana,IN,Maldonado; Joseph,,7,,0,
249,P60005303,Indiana,IN,Fox; Cherunda,,1,,0,
250,n/a,Indiana,IN,,Total State Votes:,,2734958,,
251,n/a,Indiana,IN,,,,,,
252,P80001571,Iowa,IA,Trump; Donald J.,,800983,,0.51,W
253,P00003392,Iowa,IA,Clinton; Hillary,,653669,,0.42,
254,P20002671,Iowa,IA,Johnson; Gary,,59186,,0.04,
255,n/a,Iowa,IA,Scattered,,17746,,0.01,
256,P60022654,Iowa,IA,McMullin; Evan,,12366,,0.01,
257,P20003984,Iowa,IA,Stein; Jill,,11479,,0.01,
258,P60021102,Iowa,IA,Castle; Darrell L.,,5335,,0,
259,P60005808,Iowa,IA,Kahn; Lynn ,,2247,,0,
260,n/a,Iowa,IA,Vacek; Dan R. ,,2246,,0,
261,P60016342,Iowa,IA,De La Fuente; Rocky Roque,,451,,0,
262,P80005572,Iowa,IA,La Riva; Gloria,,323,,0,
263,n/a,Iowa,IA,,Total State Votes:,,1566031,,
264,n/a,Iowa,IA,,,,,,
265,P80001571,Kansas,KS,Trump; Donald J.,,671018,,0.57,W
266,P00003392,Kansas,KS,Clinton; Hillary Rodham,,427005,,0.36,
267,P20002671,Kansas,KS,Johnson; Gary,,55406,,0.05,
268,P20003984,Kansas,KS,Stein; Jill,,23506,,0.02,
269,P60022654,Kansas,KS,McMullin; Evan ,,6520,,0.01,
270,P60021102,Kansas,KS,Castle; Darrell L.,,646,,0,
271,P60022787,Kansas,KS,Maturen; Michael A.,,214,,0,
272,P20005260,Kansas,KS,Hoefling; Tom ,,45,,0,
273,P60020963,Kansas,KS,Sood; Ajay,,10,,0,
274,P80005572,Kansas,KS,La Riva; Gloria,,7,,0,
275,P60015351,Kansas,KS,Basiago; Andrew D.,,6,,0,
276,P60016623,Kansas,KS,Smith; Mike,,6,,0,
277,P60016342,Kansas,KS,"De La Fuente; ""Rocky"" Roque",,3,,0,
278,P60017340,Kansas,KS,Hedges; James A.,,3,,0,
279,P00003962,Kansas,KS,Schriner; Joe C.,,3,,0,
280,P60005808,Kansas,KS,Kahn; Lynn,,2,,0,
281,P60004868,Kansas,KS,Perry; Darryl,,1,,0,
282,P60007929,Kansas,KS,Sterling; Shawna,,1,,0,
283,n/a,Kansas,KS,,Total State Votes:,,1184402,,
284,n/a,Kansas,KS,,,,,,
285,P80001571,Kentucky,KY,Trump; Donald J.,,1202971,,0.63,W
286,P00003392,Kentucky,KY,Clinton; Hillary Rodham,,628854,,0.33,
287,P20002671,Kentucky,KY,Johnson; Gary,,53752,,0.03,
288,P60022654,Kentucky,KY,McMullin; Evan,,22780,,0.01,
289,P20003984,Kentucky,KY,Stein; Jill,,13913,,0.01,
290,P60016342,Kentucky,KY,De La Fuente; Rocky Roque,,1128,,0,
291,P60021102,Kentucky,KY,Castle; Darrell L.,,438,,0,
292,P60022787,Kentucky,KY,Maturen; Michael A.,,155,,0,
293,P20005260,Kentucky,KY,Hoefling; Tom ,,39,,0,
294,P60009917,Kentucky,KY,Keniston; Chris,,22,,0,
295,n/a,Kentucky,KY,Jackson; Denny Carroll,,18,,0,
296,n/a,Kentucky,KY,Ellis; Craig,,14,,0,
297,n/a,Kentucky,KY,Stevens; Timothy Allen,,12,,0,
298,P60016623,Kentucky,KY,Smith; Mike,,9,,0,
299,P20004511,Kentucky,KY,Kotlikoff; Laurence,,8,,0,
300,P60023207,Kentucky,KY,Cubbler; Scott,,6,,0,
301,n/a,Kentucky,KY,Luesing; Richard Turner; Jr.,,6,,0,
302,n/a,Kentucky,KY,Hartnell; Ben,,5,,0,
303,n/a,Kentucky,KY,Perry; David,,4,,0,
304,P20004677,Kentucky,KY,White; Jerry,,4,,0,
305,P60016904,Kentucky,KY,Clark; Santa Roy A.,,2,,0,
306,n/a,Kentucky,KY,Duncan; Richard,,2,,0,
307,P60018249,Kentucky,KY,Maldonado; Joseph,,2,,0,
308,n/a,Kentucky,KY,Schoenke; Marshall,,2,,0,
309,P60005303,Kentucky,KY,Fox; Cherunda,,1,,0,
310,n/a,Kentucky,KY,Ling; William Martin,,1,,0,
311,P20002630,Kentucky,KY,"Tittle; Sheila ""Samm""",,1,,0,
312,n/a,Kentucky,KY,,Total State Votes:,,1924149,,
313,n/a,Kentucky,KY,,,,,,
314,P80001571,Louisiana,LA,Trump; Donald,,1178638,,0.58,W
315,P00003392,Louisiana,LA,Clinton; Hillary,,780154,,0.38,
316,P20002671,Louisiana,LA,Johnson; Gary,,37978,,0.02,
317,P20003984,Louisiana,LA,Stein; Jill,,14031,,0.01,
318,P60022654,Louisiana,LA,McMullin; Evan,,8547,,0,
319,P60021102,Louisiana,LA,Castle; Darrell,,3129,,0,
320,P60009917,Louisiana,LA,Keniston; Chris ,,1881,,0,
321,P20005260,Louisiana,LA,Hoefling; Tom ,,1581,,0,
322,P20004511,Louisiana,LA,Kotlikoff; Laurence,,1048,,0,
323,P20004768,Louisiana,LA,Jacob; Princess,,749,,0,
324,P80005473,Louisiana,LA,Kennedy; Alyson,,480,,0,
325,P80005572,Louisiana,LA,La Riva; Gloria,,446,,0,
326,P20004677,Louisiana,LA,White; Jerry,,370,,0,
327,n/a,Louisiana,LA,,Total State Votes:,,2029032,,
328,n/a,Louisiana,LA,,,,,,
329,P00003392,Maine,ME,Clinton; Hillary R.,,357735,,0.48,W
330,P80001571,Maine,ME,Trump; Donald J.,,335593,,0.45,
331,P20002671,Maine,ME,Johnson; Gary,,38105,,0.05,
332,P20003984,Maine,ME,Stein; Jill,,14251,,0.02,
333,P60022654,Maine,ME,McMullin; David Evan,,1887,,0,
334,P60021102,Maine,ME,Castle; Darrell L.,,333,,0,
335,P20004511,Maine,ME,Kotlikoff; Laurence J.,,16,,0,
336,P60005303,Maine,ME,Fox; Cherunda L.,,7,,0,
337,n/a,Maine,ME,,Total State Votes:,,747927,,
338,n/a,Maine,ME,,,,,,
339,P00003392,Maryland,MD,Clinton; Hillary,,1677928,,0.6,W
340,P80001571,Maryland,MD,Trump; Donald J.,,943169,,0.34,
341,P20002671,Maryland,MD,Johnson; Gary,,79605,,0.03,
342,P20003984,Maryland,MD,Stein; Jill,,35945,,0.01,
343,n/a,Maryland,MD,Other,,33263,,0.01,
344,P60022654,Maryland,MD,McMullin; Evan,,9630,,0,
345,P60021102,Maryland,MD,Castle; Darrell L.,,566,,0,
346,P60022787,Maryland,MD,Maturen; Michael A.,,504,,0,
347,P60018975,Maryland,MD,McCarthy; Stephen,,97,,0,
348,P20004511,Maryland,MD,Kotlikoff; Laurence,,73,,0,
349,P60016888,Maryland,MD,Boring; Paij,,53,,0,
350,n/a,Maryland,MD,Reid; Janet L.,,53,,0,
351,n/a,Maryland,MD,Carlisle; Martin,,51,,0,
352,P80005572,Maryland,MD,La Riva; Gloria,,48,,0,
353,P60019304,Maryland,MD,Adams; Paul,,44,,0,
354,P20005260,Maryland,MD,Hoefling; Tom,,42,,0,
355,n/a,Maryland,MD,Gates; Jacqueline,,36,,0,
356,P60020757,Maryland,MD,Buchanan; Robert,,25,,0,
357,n/a,Maryland,MD,Hartnell; Ben,,24,,0,
358,P60023686,Maryland,MD,Breivogel; Joann,,20,,0,
359,n/a,Maryland,MD,Duncan; Richard,,18,,0,
360,P60005808,Maryland,MD,Kahn; Lynn,,18,,0,
361,P60015013,Maryland,MD,Pendleton; Cathy Johnson,,17,,0,
362,P60019940,Maryland,MD,Thomas; Mary E.,,16,,0,
363,n/a,Maryland,MD,Brown; Dana E.,,15,,0,
364,P60016342,Maryland,MD,"De La Fuente; Roque ""Rocky""",,14,,0,
365,P60016623,Maryland,MD,"Smith; Michael L. ""Mike""",,13,,0,
366,n/a,Maryland,MD,Soldjah; Sistah,,13,,0,
367,P60018249,Maryland,MD,Maldonado; Joseph A.,,12,,0,
368,n/a,Maryland,MD,Smith; Coop,,11,,0,
369,n/a,Maryland,MD,Valdivia; Anthony Tony J.,,11,,0,
370,P20004677,Maryland,MD,White; Jerry,,11,,0,
371,P80004989,Maryland,MD,Locke; Star,,10,,0,
372,n/a,Maryland,MD,Symonette; Maurice,,10,,0,
373,P60005303,Maryland,MD,Fox; Cherunda,,9,,0,
374,P00003962,Maryland,MD,Schriner; Joe,,9,,0,
375,P60005550,Maryland,MD,Bolar; Shelia,,7,,0,
376,P60005899,Maryland,MD,Bowhall; William E.; Jr.,,7,,0,
377,P60022043,Maryland,MD,Puskar; Michael B.,,7,,0,
378,P60021243,Maryland,MD,Flippin; Ameer,,6,,0,
379,P60018017,Maryland,MD,Soltysik; Emidio,,6,,0,
380,,Maryland,MD,Boyles; Michael David,,5,,0,
381,P60017340,Maryland,MD,Hedges; James,,5,,0,
382,P20005187,Maryland,MD,Brown; Theodis; Sr.,,4,,0,
383,P60008299,Maryland,MD,Jennings; Gerald; II,,4,,0,
384,n/a,Maryland,MD,Schoenke; Marshall,,3,,0,
385,P60007689,Maryland,MD,Keita; Mohammed,,2,,0,
386,n/a,Maryland,MD,Vogel-Walcutt; J. J.,,2,,0,
387,n/a,Maryland,MD,Edgell; Richard Baxter,,1,,0,
388,n/a,Maryland,MD,Terry; Doug,,1,,0,
389,P60023611,Maryland,MD,Vakil; Kora Roberta Katz,,1,,0,
390,n/a,Maryland,MD,Williams; Mitchell,,1,,0,
391,P60020484,Maryland,MD,Wysinger; Demetra Jefferson,,1,,0,
392,n/a,Maryland,MD,,Total State Votes:,,2781446,,
393,n/a,Maryland,MD,,,,,,
394,P00003392,Massachusetts,MA,Clinton; Hillary,,1995196,,0.6,W
395,P80001571,Massachusetts,MA,Trump; Donald J.,,1090893,,0.33,
396,P20002671,Massachusetts,MA,Johnson; Gary,,138018,,0.04,
397,n/a,Massachusetts,MA,All Others,,50488,,0.02,
398,P20003984,Massachusetts,MA,Stein; Jill,,47661,,0.01,
399,P60022654,Massachusetts,MA,McMullin; David,,2719,,0,
400,n/a,Massachusetts,MA,Feegbeh; William,,28,,0,
401,P20004511,Massachusetts,MA,Kotlikoff; Laurence,,28,,0,
402,P60004405,Massachusetts,MA,Moorehead; Monica G.,,15,,0,
403,n/a,Massachusetts,MA,,Total State Votes:,,3325046,,
404,n/a,Massachusetts,MA,,,,,,
405,P80001571,Michigan,MI,Trump; Donald J.,,2279543,,0.47,W
406,P00003392,Michigan,MI,Clinton; Hillary,,2268839,,0.47,
407,P20002671,Michigan,MI,Johnson; Gary,,172136,,0.04,
408,P20003984,Michigan,MI,Stein; Jill,,51463,,0.01,
409,P60021102,Michigan,MI,Castle; Darrell L.,,16139,,0,
410,P60022654,Michigan,MI,McMullin; Evan,,8177,,0,
411,P60018017,Michigan,MI,Soltysik; Emidio Mimi,,2209,,0,
412,P60022787,Michigan,MI,Maturen; Michael A.,,517,,0,
413,P20005260,Michigan,MI,Hoefling; Tom ,,95,,0,
414,P20004511,Michigan,MI,Kotlikoff; Laurence,,87,,0,
415,n/a,Michigan,MI,Hartnell; Ben ,,39,,0,
416,P60004405,Michigan,MI,Moorehead; Monica,,30,,0,
417,P60005303,Michigan,MI,Fox; Cherunda,,10,,0,
418,n/a,Michigan,MI,,Total State Votes:,,4799284,,
419,n/a,Michigan,MI,,,,,,
420,P00003392,Minnesota,MN,Clinton; Hillary,,1367716,,0.46,W
421,P80001571,Minnesota,MN,Trump; Donald J.,,1322951,,0.45,
422,P20002671,Minnesota,MN,Johnson; Gary,,112972,,0.04,
423,P60022654,Minnesota,MN,McMullin; Evan,,53076,,0.02,
