1,FEC ID,STATE,STATE ABBREVIATION,LAST NAME;  FIRST,TOTAL VOTES,GENERAL RESULTS,TOTAL VOTES #,GENERAL %,WINNER INDICATOR
424,P20003984,Minnesota,MN,Stein; Jill,,36985,,0.01,
425,n/a,Minnesota,MN,Scattered,,26714,,0.01,
426,n/a,Minnesota,MN,Vacek; Dan R. ,,11291,,0,
427,P60021102,Minnesota,MN,Castle; Darrell,,9456,,0,
428,P80005473,Minnesota,MN,Kennedy; Alyson,,1672,,0,
429,P60016342,Minnesota,MN,"De La Fuente; ""Rocky"" Roque",,1431,,0,
430,P60022787,Minnesota,MN,Maturen; Michael Andrew,,244,,0,
431,n/a,Minnesota,MN,Wharton; Jeffrey Ryan; Sr.,,53,,0,
432,n/a,Minnesota,MN,Bartlett; Henry,,41,,0,
433,P60009917,Minnesota,MN,Keniston; Chris,,31,,0,
434,n/a,Minnesota,MN,Muffoletto; Daniel,,29,,0,
435,P20005260,Minnesota,MN,Hoefling; Tom,,28,,0,
436,n/a,Minnesota,MN,Ball; Dennis Andrew,,24,,0,
437,P20004511,Minnesota,MN,Kotlikoff; Laurence,,17,,0,
438,P60017852,Minnesota,MN,Roberts; Clifton,,15,,0,
439,P60018017,Minnesota,MN,Soltysik; Emidio,,15,,0,
440,P80005572,Minnesota,MN,La Riva; Gloria,,12,,0,
441,P20004677,Minnesota,MN,White; Jerome S. (Jerry),,10,,0,
442,P00003962,Minnesota,MN,Schriner; Joe,,4,,0,
443,n/a,Minnesota,MN,Sidner; Arthur E.,,4,,0,
444,n/a,Minnesota,MN,Wettschreck; Kirk,,4,,0,
445,P60016623,Minnesota,MN,"Smith; Michael L. ""Mike""",,3,,0,
446,n/a,Minnesota,MN,Hartnell; Ben,,2,,0,
447,n/a,Minnesota,MN,Koplitz; Roger,,2,,0,
448,n/a,Minnesota,MN,Mallapadi; Srinivasa K.,,2,,0,
449,n/a,Minnesota,MN,Payeur; Micah,,2,,0,
450,n/a,Minnesota,MN,Duncan; Richard,,1,,0,
451,n/a,Minnesota,MN,Gerhard; Eric,,1,,0,
452,n/a,Minnesota,MN,Lynch; Darin,,1,,0,
453,n/a,Minnesota,MN,Roberts; Matthew,,1,,0,
454,n/a,Minnesota,MN,Robertson; Platt,,1,,0,
455,n/a,Minnesota,MN,Schumacher; Derrick,,1,,0,
456,n/a,Minnesota,MN,Snell; Keith Richard,,1,,0,
457,n/a,Minnesota,MN,,Total State Votes:,,2944813,,
458,n/a,Minnesota,MN,,,,,,
459,P80001571,Mississippi,MS,Trump; Donald J.,,700714,,0.58,W
460,P00003392,Mississippi,MS,Clinton; Hillary,,485131,,0.4,
461,P20002671,Mississippi,MS,Johnson; Gary,,14435,,0.01,
462,P60021102,Mississippi,MS,Castle; Darrell,,3987,,0,
463,P20003984,Mississippi,MS,Stein; Jill,,3731,,0,
464,P60017340,Mississippi,MS,Hedges; Jim,,715,,0,
465,P60016342,Mississippi,MS,"De La Fuente; ""Rocky"" Roque",,644,,0,
466,n/a,Mississippi,MS,,Total State Votes:,,1209357,,
467,n/a,Mississippi,MS,,,,,,
468,P80001571,Missouri,MO,Trump; Donald J.,,1594511,,0.57,W
469,P00003392,Missouri,MO,Clinton; Hillary Rodham,,1071068,,0.38,
470,P20002671,Missouri,MO,Johnson; Gary,,97359,,0.03,
471,P20003984,Missouri,MO,Stein; Jill ,,25419,,0.01,
472,P60021102,Missouri,MO,Castle; Darrell L.,,13092,,0,
473,P60022654,Missouri,MO,McMullin; Evan,,7071,,0,
474,P20005260,Missouri,MO,Hoefling; Tom ,,48,,0,
475,P20004511,Missouri,MO,Kotlikoff; Laurence,,28,,0,
476,P60016342,Missouri,MO,"De La Fuente; ""Rocky"" Roque",,6,,0,
477,n/a,Missouri,MO,Schoenke; Marshall,,3,,0,
478,n/a,Missouri,MO,,Total State Votes:,,2808605,,
479,n/a,Missouri,MO,,,,,,
480,P80001571,Montana,MT,Trump; Donald J.,,279240,,0.56,W
481,P00003392,Montana,MT,Clinton; Hillary,,177709,,0.36,
482,P20002671,Montana,MT,Johnson; Gary,,28037,,0.06,
483,P20003984,Montana,MT,Stein; Jill,,7970,,0.02,
484,P60022654,Montana,MT,McMullin; Evan,,2297,,0,
485,P60016342,Montana,MT,"De La Fuente; ""Rocky"" Roque",,1570,,0,
486,P60021102,Montana,MT,Castle; Darrell L.,,296,,0,
487,P20005260,Montana,MT,Hoefling; Tom,,10,,0,
488,P20004511,Montana,MT,Kotlikoff; Laurence,,7,,0,
489,P60015351,Montana,MT,Basiago; Andrew D.,,3,,0,
490,P60020757,Montana,MT,Buchanan; Robert L.,,2,,0,
491,P60018249,Montana,MT,Maldonado; Joseph,,1,,0,
492,P60019114,Montana,MT,Morris; Laio,,1,,0,
493,P60004868,Montana,MT,Perry; Darryl W.,,1,,0,
494,P00003962,Montana,MT,Schriner; Joe,,1,,0,
495,P60016623,Montana,MT,Smith; Michael L. (Mike),,1,,0,
496,P60018017,Montana,MT,Soltysik; Emidio,,1,,0,
497,n/a,Montana,MT,,Total State Votes:,,497147,,
498,n/a,Montana,MT,,,,,,
499,P80001571,Nebraska,NE,Trump; Donald J.,,495961,,0.59,W
500,P00003392,Nebraska,NE,Clinton; Hillary,,284494,,0.34,
501,P20002671,Nebraska,NE,Johnson; Gary,,38946,,0.05,
502,n/a,Nebraska,NE,Scattered,,16051,,0.02,
503,P20003984,Nebraska,NE,Stein; Jill,,8775,,0.01,
504,n/a,Nebraska,NE,,Total State Votes:,,844227,,
505,n/a,Nebraska,NE,,,,,,
506,P00003392,Nevada,NV,Clinton; Hillary,,539260,,0.48,W
507,P80001571,Nevada,NV,Trump; Donald J.,,512058,,0.46,
508,P20002671,Nevada,NV,Johnson; Gary,,37384,,0.03,
509,n/a,Nevada,NV,None of These Candidates,,28863,,0.03,
510,P60021102,Nevada,NV,Castle; Darrell,,5268,,0,
511,P60016342,Nevada,NV,"De La Fuente; Roque ""Rocky""",,2552,,0,
512,n/a,Nevada,NV,,Total State Votes:,,1125385,,
513,n/a,Nevada,NV,,,,,,
514,P00003392,New Hampshire,NH,Clinton; Hillary,,348526,,0.47,W
515,P80001571,New Hampshire,NH,Trump; Donald J.,,345790,,0.46,
516,P20002671,New Hampshire,NH,Johnson; Gary,,30777,,0.04,
517,P20003984,New Hampshire,NH,Stein; Jill ,,6496,,0.01,
518,P60007168,New Hampshire,NH,Sanders; Bernie,,4493,,0.01,
519,n/a,New Hampshire,NH,Scattered,,2411,,0,
520,P60003670,New Hampshire,NH,Kasich; John,,1365,,0,
521,P60022654,New Hampshire,NH,McMullin; Evan,,1064,,0,
522,n/a,New Hampshire,NH,Pence; Mike,,937,,0,
523,P60016342,New Hampshire,NH,"De La Fuente; Roque ""Rocky""",,678,,0,
524,P80003353,New Hampshire,NH,Romney; Mitt,,540,,0,
525,n/a,New Hampshire,NH,Ryan; Paul,,280,,0,
526,P60008059,New Hampshire,NH,Bush; Jeb ,,230,,0,
527,P60006723,New Hampshire,NH,Rubio; Marco,,136,,0,
528,P60006111,New Hampshire,NH,Cruz; Ted ,,129,,0,
529,P80002801,New Hampshire,NH,McCain; John,,127,,0,
530,n/a,New Hampshire,NH,Paul; Ron or Rand,,98,,0,
531,P60005915,New Hampshire,NH,Carson; Ben ,,83,,0,
532,n/a,New Hampshire,NH,Supreme; Vermin,,58,,0,
533,P80000722,New Hampshire,NH,Biden; Joe  ,,55,,0,
534,P60008521,New Hampshire,NH,Christie; Chris ,,23,,0,
535,n/a,New Hampshire,NH,,Total State Votes:,,744296,,
536,n/a,New Hampshire,NH,,,,,,
537,P00003392,New Jersey,NJ,Clinton; Hillary Rodham,,2148278,,0.55,W
538,P80001571,New Jersey,NJ,Trump; Donald J.,,1601933,,0.41,
539,P20002671,New Jersey,NJ,Johnson; Gary,,72477,,0.02,
540,P20003984,New Jersey,NJ,Stein; Jill,,37772,,0.01,
541,P60021102,New Jersey,NJ,Castle; Darrell,,6161,,0,
542,P80005473,New Jersey,NJ,Kennedy; Alyson,,2156,,0,
543,P60016342,New Jersey,NJ,De La Fuente; Rocky Roque,,1838,,0,
544,P60004405,New Jersey,NJ,Moorehead; Monica,,1749,,0,
545,P80005572,New Jersey,NJ,La Riva; Gloria,,1682,,0,
546,n/a,New Jersey,NJ,,Total State Votes:,,3874046,,
547,n/a,New Jersey,NJ,,,,,,
548,P00003392,New Mexico,NM,Clinton; Hillary Rodham,,385234,,0.48,W
549,P80001571,New Mexico,NM,Trump; Donald J.,,319667,,0.4,
550,P20002671,New Mexico,NM,Johnson; Gary ,,74541,,0.09,
551,P20003984,New Mexico,NM,Stein; Jill ,,9879,,0.01,
552,P60022654,New Mexico,NM,McMullin; Evan,,5825,,0.01,
553,P60021102,New Mexico,NM,Castle; Darrell,,1514,,0,
554,P80005572,New Mexico,NM,La Riva; Gloria,,1184,,0,
555,P60016342,New Mexico,NM,"De La Fuente; ""Rocky"" Roque",,475,,0,
556,n/a,New Mexico,NM,,Total State Votes:,,798319,,
557,n/a,New Mexico,NM,,,,,,
558,P00003392,New York,NY,Clinton; Hillary,,4556118,,0.59,W
562,P80001571,New York,NY,Trump; Donald J.,,2819533,,0.37,
565,P20002671,New York,NY,Johnson; Gary,,176598,,0.02,
568,P20003984,New York,NY,Stein; Jill ,,107935,,0.01,
569,n/a,New York,NY,Scattered,,48343,,0.01,
570,P60022654,New York,NY,McMullin; Evan,,10397,,0,
571,P60021102,New York,NY,Castle; Darrell,,955,,0,
572,P60022787,New York,NY,Maturen; Michael A.,,458,,0,
573,P80005572,New York,NY,La Riva; Gloria,,175,,0,
574,P20005260,New York,NY,Hoefling; Tom,,137,,0,
575,P60009917,New York,NY,Keniston; Chris,,90,,0,
576,P60017852,New York,NY,Roberts; Clifton,,88,,0,
577,n/a,New York,NY,Mutford; Jason,,85,,0,
578,P60008190,New York,NY,Gyurko; Zoltan Istvan,,76,,0,
579,P60005808,New York,NY,Kahn; Lynn,,72,,0,
580,P60004405,New York,NY,Moorehead; Monica ,,68,,0,
581,P60020757,New York,NY,Buchanan; Robert L.,,58,,0,
582,n/a,New York,NY,Hartnell; Ben,,42,,0,
583,P60018017,New York,NY,Soltysik; Emidio,,36,,0,
584,P60016342,New York,NY,"De La Fuente; ""Rocky"" Roque",,35,,0,
585,n/a,New York,NY,Cohen; Ariel ,,33,,0,
586,n/a,New York,NY,Connolly; William J.,,30,,0,
587,P80000268,New York,NY,Carter; Willie ,,18,,0,
588,n/a,New York,NY,Mackler; Jeffrey,,15,,0,
589,n/a,New York,NY,Asherie; Neer R.,,9,,0,
590,n/a,New York,NY,Ingbar; Michael Frederick,,8,,0,
591,n/a,New York,NY,Fried; Jason,,6,,0,
592,P60023074,New York,NY,Canns; Gary S.,,5,,0,
593,n/a,New York,NY,Wolff; Robert M.,,5,,0,
594,n/a,New York,NY,Valdivia; Tony,,4,,0,
595,n/a,New York,NY,Schoenke; Marshall,,3,,0,
596,n/a,New York,NY,Scott; Ryan Alan,,3,,0,
597,n/a,New York,NY,Blickley; Mark  ,,2,,0,
598,n/a,New York,NY,Welsh; Esther,,1,,0,
599,n/a,New York,NY,Whitaker; Barbara,,1,,0,
600,n/a,New York,NY,,Total State Votes:,,7721442,,
601,n/a,New York,NY,,,,,,
602,P80001571,North Carolina,NC,Trump; Donald J.,,2362631,,0.5,W
603,P00003392,North Carolina,NC,Clinton; Hillary,,2189316,,0.46,
604,P20002671,North Carolina,NC,Johnson; Gary,,130126,,0.03,
605,n/a,North Carolina,NC,Scattered,,47386,,0.01,
606,P20003984,North Carolina,NC,Stein; Jill,,12105,,0,
607,n/a,North Carolina,NC,,Total State Votes:,,4741564,,
608,n/a,North Carolina,NC,,,,,,
609,P80001571,North Dakota,ND,Trump; Donald J.,,216794,,0.63,W
610,P00003392,North Dakota,ND,Clinton; Hillary,,93758,,0.27,
611,P20002671,North Dakota,ND,Johnson; Gary,,21434,,0.06,
612,n/a,North Dakota,ND,Scattered,,6397,,0.02,
613,P20003984,North Dakota,ND,Stein; Jill,,3780,,0.01,
614,P60021102,North Dakota,ND,Castle; Darrell,,1833,,0.01,
615,P60016342,North Dakota,ND,De La Fuente; Rocky Roque,,364,,0,
616,n/a,North Dakota,ND,,Total State Votes:,,344360,,
617,n/a,North Dakota,ND,,,,,,
618,P80001571,Ohio,OH,Trump; Donald J.,,2841005,,0.52,W
619,P00003392,Ohio,OH,Clinton; Hillary,,2394164,,0.44,
620,P20002671,Ohio,OH,Johnson; Gary ,,174498,,0.03,
621,P20003984,Ohio,OH,Stein; Jill,,46271,,0.01,
622,n/a,Ohio,OH,Duncan; Richard,,24235,,0,
623,P60022654,Ohio,OH,McMullin; Evan,,12574,,0,
624,P60021102,Ohio,OH,Castle; Darrell L.,,1887,,0,
625,n/a,Ohio,OH,Hartnell; Ben ,,589,,0,
626,P60022787,Ohio,OH,Maturen; Michael Andrew,,552,,0,
627,P20005260,Ohio,OH,Hoefling; Tom ,,268,,0,
628,P60009917,Ohio,OH,Keniston; Chris,,114,,0,
629,P20004511,Ohio,OH,Kotlikoff; Laurence,,90,,0,
630,P00003962,Ohio,OH,Schriner; Joe  ,,62,,0,
631,P60016623,Ohio,OH,Smith; Mike,,62,,0,
632,n/a,Ohio,OH,Stroh; Josiah R.,,30,,0,
633,P60004405,Ohio,OH,Moorehead; Monica,,19,,0,
634,P60018249,Ohio,OH,Maldonado; Joseph,,18,,0,
635,n/a,Ohio,OH,Kirschner; Barry ,,15,,0,
636,P60007523,Ohio,OH,Bell; James Jerome ,,9,,0,
637,n/a,Ohio,OH,Jaynes; Bruce E. ,,8,,0,
638,P00004861,Ohio,OH,Bickelmeyer; Michael ,,6,,0,
639,P60021656,Ohio,OH,Thomson; Douglas W.,,6,,0,
640,P60005303,Ohio,OH,Fox; Cherunda,,5,,0,
641,n/a,Ohio,OH,,Total State Votes:,,5496487,,
642,n/a,Ohio,OH,,,,,,
643,P80001571,Oklahoma,OK,Trump; Donald J.,,949136,,0.65,W
644,P00003392,Oklahoma,OK,Clinton; Hillary,,420375,,0.29,
645,P20002671,Oklahoma,OK,Johnson; Gary,,83481,,0.06,
646,n/a,Oklahoma,OK,,Total State Votes:,,1452992,,
647,n/a,Oklahoma,OK,,,,,,
648,P00003392,Oregon,OR,Clinton; Hillary,,1002106,,0.5,W
649,P80001571,Oregon,OR,Trump; Donald J.,,782403,,0.39,
650,P20002671,Oregon,OR,Johnson; Gary,,94231,,0.05,
651,n/a,Oregon,OR,Miscellaneous,,72594,,0.04,
652,P20003984,Oregon,OR,Stein; Jill,,50002,,0.02,
653,n/a,Oregon,OR,,Total State Votes:,,2001336,,
654,n/a,Oregon,OR,,,,,,
655,P80001571,Pennsylvania,PA,Trump; Donald J.,,2970733,,0.48,W
656,P00003392,Pennsylvania,PA,Clinton; Hillary,,2926441,,0.47,
657,P20002671,Pennsylvania,PA,Johnson; Gary E.,,146715,,0.02,
658,P20003984,Pennsylvania,PA,Stein; Jill,,49941,,0.01,
659,n/a,Pennsylvania,PA,Scattered,,37239,,0.01,
660,P60021102,Pennsylvania,PA,Castle; Darrell L.,,21572,,0,
661,P60022654,Pennsylvania,PA,McMullin; Evan,,6472,,0,
662,P60007168,Pennsylvania,PA,Sanders; Bernie,,6060,,0,
663,P60003670,Pennsylvania,PA,Kasich; John,,302,,0,
664,P60005808,Pennsylvania,PA,Kahn; Lynn,,3,,0,
665,n/a,Pennsylvania,PA,,Total State Votes:,,6165478,,
666,n/a,Pennsylvania,PA,,,,,,
667,P00003392,Rhode Island,RI,Clinton; Hillary,,252525,,0.54,W
668,P80001571,Rhode Island,RI,Trump; Donald J.,,180543,,0.39,
669,P20002671,Rhode Island,RI,Johnson; Gary,,14746,,0.03,
670,P20003984,Rhode Island,RI,Stein; Jill,,6220,,0.01,
671,P60007168,Rhode Island,RI,Sanders; Bernie,,3497,,0.01,
672,n/a,Rhode Island,RI,Scattered,,2121,,0,
673,P60022654,Rhode Island,RI,McMullin; Evan,,773,,0,
674,P60003670,Rhode Island,RI,Kasich; John,,695,,0,
675,P60016342,Rhode Island,RI,"De La Fuente; ""Rocky"" Roque",,671,,0,
676,n/a,Rhode Island,RI,Pence; Michael,,291,,0,
677,P80003353,Rhode Island,RI,Romney; Mitt,,273,,0,
678,n/a,Rhode Island,RI,Ryan; Paul,,249,,0,
679,P80000722,Rhode Island,RI,Biden; Joe (Joseph),,160,,0,
680,P80002801,Rhode Island,RI,McCain; John,,124,,0,
681,P60006723,Rhode Island,RI,Rubio; Marco,,99,,0,
682,n/a,Rhode Island,RI,Brady; Tom (Thomas),,86,,0,
683,n/a,Rhode Island,RI,Mouse; Mickey,,79,,0,
684,P60008059,Rhode Island,RI,Bush; Jeb,,71,,0,
685,n/a,Rhode Island,RI,"""Christ;"" Jesus ",,70,,0,
686,n/a,Rhode Island,RI,None of the above,,70,,0,
687,P60005915,Rhode Island,RI,Carson; Ben,,66,,0,
688,P60021102,Rhode Island,RI,Castle; Darrell,,52,,0,
689,P60006111,Rhode Island,RI,Cruz; Ted (Senator),,46,,0,
690,n/a,Rhode Island,RI,Powell; Colin,,41,,0,
691,P60022787,Rhode Island,RI,Maturen; Michael - American Solidarity Party,,34,,0,
692,n/a,Rhode Island,RI,Obama; Michelle,,34,,0,
693,P80004740,Rhode Island,RI,Bloomberg; Michael,,32,,0,
694,n/a,Rhode Island,RI,Rice; Condoleeza,,26,,0,
695,n/a,Rhode Island,RI,God (Almighty),,20,,0,
696,n/a,Rhode Island,RI,Belichek; Bill (William),,19,,0,
697,n/a,Rhode Island,RI,Chrisley; Todd,,19,,0,
698,n/a,Rhode Island,RI,None,,19,,0,
699,n/a,Rhode Island,RI,Cohen; Ted,,18,,0,
700,n/a,Rhode Island,RI,Duck; Donald,,18,,0,
701,P40003576,Rhode Island,RI,Paul; Rand,,18,,0,
702,n/a,Rhode Island,RI,Supreme; Vermin,,17,,0,
703,n/a,Rhode Island,RI,Harambe,,15,,0,
704,n/a,Rhode Island,RI,No Confidence,,15,,0,
705,n/a,Rhode Island,RI,Lincoln; Abe (Abraham),,13,,0,
706,P80003338,Rhode Island,RI,Obama; Barack,,13,,0,
707,P60007242,Rhode Island,RI,Fiorina; Carly,,12,,0,
708,P60012796,Rhode Island,RI,Warren; Elizabeth,,12,,0,
709,P60008521,Rhode Island,RI,Christie; Chris,,11,,0,
710,P80000748,Rhode Island,RI,Paul; Ron,,11,,0,
711,P80003478,Rhode Island,RI,Huckabee; Mike,,9,,0,
712,P60008075,Rhode Island,RI,Chaffee; Lincoln,,8,,0,
713,n/a,Rhode Island,RI,Fecteau; Matt,,8,,0,
714,n/a,Rhode Island,RI,Gowdy; Trey,,8,,0,
715,P80005572,Rhode Island,RI,LaRiva; Gloria,,8,,0,
716,n/a,Rhode Island,RI,Neuman; Alfred E.,,8,,0,
717,n/a,Rhode Island,RI,No one,,8,,0,
718,n/a,Rhode Island,RI,Ventura; Jesse,,8,,0,
719,n/a,Rhode Island,RI,Anyone Else,,7,,0,
720,n/a,Rhode Island,RI,Buffett; Jimmy,,7,,0,
721,P20005260,Rhode Island,RI,Hoefling; Tom,,7,,0,
722,n/a,Rhode Island,RI,Kaine; Tim,,7,,0,
723,n/a,Rhode Island,RI,Pope Francis,,7,,0,
724,P60008885,Rhode Island,RI,Webb; James (Jim),,7,,0,
725,,Rhode Island,RI,Williams; Roger,,7,,0,
726,P60009917,Rhode Island,RI,Kenniston; Chris,,6,,0,
727,n/a,Rhode Island,RI,Me,,6,,0,
728,n/a,Rhode Island,RI,N/A,,6,,0,
729,n/a,Rhode Island,RI,Norton; David,,6,,0,
730,P60009198,Rhode Island,RI,Nutz; Deez,,6,,0,
731,n/a,Rhode Island,RI,Roosevelt; Theodore,,6,,0,
732,n/a,Rhode Island,RI,Abstain,,5,,0,
733,n/a,Rhode Island,RI,Buffet; Warren,,5,,0,
734,n/a,Rhode Island,RI,Cooper; Alice,,5,,0,
735,n/a,Rhode Island,RI,God Help Us,,5,,0,
736,n/a,Rhode Island,RI,"Healey; Robert (Bob) ""Cool Moose""",,5,,0,
737,n/a,Rhode Island,RI,Murray; Bill,,5,,0,
738,n/a,Rhode Island,RI,Reagan; Ronald,,5,,0,
739,n/a,Rhode Island,RI,Reed; Jack,,5,,0,
740,n/a,Rhode Island,RI,Unity Love Harmony,,5,,0,
741,n/a,Rhode Island,RI,Washington; George,,5,,0,
742,n/a,Rhode Island,RI,,Total State Votes:,,464144,,
743,n/a,Rhode Island,RI,,,,,,
744,P80001571,South Carolina,SC,Trump; Donald J.,,1155389,,0.55,W
745,P00003392,South Carolina,SC,Clinton; Hillary Rodham,,855373,,0.41,
746,P20002671,South Carolina,SC,Johnson; Gary,,49204,,0.02,
747,P60022654,South Carolina,SC,McMullin; Evan,,21016,,0.01,
748,P20003984,South Carolina,SC,Stein; Jill,,13034,,0.01,
749,P60021102,South Carolina,SC,Castle; Darrell,,5765,,0,
750,P60012960,South Carolina,SC,Skewes; Peter,,3246,,0,
751,n/a,South Carolina,SC,,Total State Votes:,,2103027,,
752,n/a,South Carolina,SC,,,,,,
753,P80001571,South Dakota,SD,Trump; Donald J.,,227721,,0.62,W
754,P00003392,South Dakota,SD,Clinton; Hillary,,117458,,0.32,
755,P20002671,South Dakota,SD,Johnson; Gary,,20850,,0.06,
756,P60021102,South Dakota,SD,Castle; Darrell L.,,4064,,0.01,
757,n/a,South Dakota,SD,,Total State Votes:,,370093,,
758,n/a,South Dakota,SD,,,,,,
759,P80001571,Tennessee,TN,Trump; Donald J.,,1522925,,0.61,W
760,P00003392,Tennessee,TN,Clinton; Hillary,,870695,,0.35,
761,P20002671,Tennessee,TN,Johnson; Gary,,70397,,0.03,
762,P20003984,Tennessee,TN,Stein; Jill,,15993,,0.01,
763,P60022654,Tennessee,TN,McMullin; Evan,,11991,,0,
764,P60016623,Tennessee,TN,Smith; Mike,,7276,,0,
765,P60016342,Tennessee,TN,"De La Fuente; ""Rocky"" Roque",,4075,,0,
766,P80005473,Tennessee,TN,Kennedy; Alyson,,2877,,0,
767,P60021102,Tennessee,TN,Castle; Darrell L.,,1584,,0,
768,P20005260,Tennessee,TN,Hoefling; Tom ,,132,,0,
769,n/a,Tennessee,TN,Limbaugh; David,,53,,0,
770,P20004511,Tennessee,TN,Kotlikoff; Laurence,,20,,0,
771,P60005303,Tennessee,TN,Fox; Cherunda,,6,,0,
772,n/a,Tennessee,TN,Schoenke; Marshall,,3,,0,
773,n/a,Tennessee,TN,,Total State Votes:,,2508027,,
774,n/a,Tennessee,TN,,,,,,
775,P80001571,Texas,TX,Trump; Donald J.,,4685047,,0.52,W
776,P00003392,Texas,TX,Clinton; Hillary,,3877868,,0.43,
777,P20002671,Texas,TX,Johnson; Gary,,283492,,0.03,
778,P20003984,Texas,TX,Stein; Jill,,71558,,0.01,
779,P60022654,Texas,TX,McMullin; Evan,,42366,,0,
780,P60021102,Texas,TX,Castle; Darrell L.,,4261,,0,
781,P60022787,Texas,TX,Maturen; Michael A.,,1401,,0,
782,P20004511,Texas,TX,Kotlikoff; Laurence,,1037,,0,
783,P20005260,Texas,TX,Hoefling; Tom ,,932,,0,
784,n/a,Texas,TX,Valdivia; Tony,,428,,0,
785,P60023207,Texas,TX,Cubbler; Scott,,314,,0,
786,n/a,Texas,TX,Morrow; Robert,,145,,0,
787,P60004405,Texas,TX,Moorehead; Monica ,,122,,0,
788,P60018017,Texas,TX,Soltysik; Emidio,,72,,0,
789,n/a,Texas,TX,Steffes; Dale,,71,,0,
790,n/a,Texas,TX,Lee; Jonathan,,67,,0,
791,P60005303,Texas,TX,Fox; Cherunda,,45,,0,
792,n/a,Texas,TX,,Total State Votes:,,8969226,,
793,n/a,Texas,TX,,,,,,
794,P80001571,Utah,UT,Trump; Donald J.,,515231,,0.46,W
795,P00003392,Utah,UT,Clinton; Hillary Rodham,,310676,,0.27,
796,P60022654,Utah,UT,McMullin; Evan,,243690,,0.22,
797,P20002671,Utah,UT,Johnson; Gary,,39608,,0.04,
798,P20003984,Utah,UT,Stein; Jill,,9438,,0.01,
799,P60021102,Utah,UT,Castle; Darrell L.,,8032,,0.01,
800,P60009875,Utah,UT,Giordani; Rocky,,2752,,0,
801,P60016342,Utah,UT,"de la Fuente; ""Rocky"" Roque",,883,,0,
802,P60004405,Utah,UT,Moorehead; Monica ,,544,,0,
803,P80005473,Utah,UT,Kennedy; Alyson,,521,,0,
804,P60016623,Utah,UT,Smith; Mike ,,19,,0,
805,P60009602,Utah,UT,Baird; Dustin,,9,,0,
806,P20004511,Utah,UT,Kotlikoff; Laurence,,9,,0,
807,P20005260,Utah,UT,Hoefling; Tom ,,6,,0,
808,P60015351,Utah,UT,Basiago; Andrew D. ,,4,,0,
809,P60018017,Utah,UT,Soltysik; Emidio,,4,,0,
810,P60020757,Utah,UT,Buchanan; Robert L.,,1,,0,
811,n/a,Utah,UT,Burton; Jamin,,1,,0,
812,P20002630,Utah,UT,"Tittle; Sheila ""Samm""",,1,,0,
813,n/a,Utah,UT,Valdivia; Tony,,1,,0,
814,n/a,Utah,UT,,Total State Votes:,,1131430,,
815,n/a,Utah,UT,,,,,,
816,P00003392,Vermont,VT,Clinton; Hillary,,178573,,0.57,W
817,P80001571,Vermont,VT,Trump; Donald J.,,95369,,0.3,
818,P60007168,Vermont,VT,Sanders; Bernie,,18218,,0.06,
819,P20002671,Vermont,VT,Johnson; Gary,,10078,,0.03,
820,P20003984,Vermont,VT,Stein; Jill,,6758,,0.02,
821,n/a,Vermont,VT,Scattered,,1478,,0,
822,P60016342,Vermont,VT,De La Fuente; Rocky ,,1063,,0,
823,P60003670,Vermont,VT,Kasich; John,,827,,0,
824,P60022654,Vermont,VT,McMullin; Evan,,640,,0,
825,P80005572,Vermont,VT,La Riva; Gloria,,327,,0,
826,n/a,Vermont,VT,Pence; Michael R.,,298,,0,
827,n/a,Vermont,VT,No Name,,255,,0,
828,n/a,Vermont,VT,Ryan; Paul,,208,,0,
829,P80003353,Vermont,VT,Romney; Mitt,,120,,0,
830,P60006723,Vermont,VT,Rubio; Marco,,93,,0,
831,P60008059,Vermont,VT,Bush; Jeb,,79,,0,
832,P80002801,Vermont,VT,McCain; John,,76,,0,
833,n/a,Vermont,VT,Douglas; Jim,,75,,0,
834,P60021102,Vermont,VT,Castle; Darryll,,63,,0,
835,P60006111,Vermont,VT,Cruz; Ted,,63,,0,
836,P60005915,Vermont,VT,Carson; Ben,,61,,0,
837,P80000722,Vermont,VT,Biden; Joe,,57,,0,
838,P40003576,Vermont,VT,Paul; Rand,,26,,0,
839,P80000748,Vermont,VT,Paul; Ron,,25,,0,
840,n/a,Vermont,VT,Powell; Colin,,25,,0,
841,P80004740,Vermont,VT,Bloomberg; Michael,,22,,0,
842,n/a,Vermont,VT,Rice; Condoleeza,,18,,0,
843,n/a,Vermont,VT,Gabard; Tulsi,,17,,0,
844,n/a,Vermont,VT,Obama; Michelle,,15,,0,
845,P60022787,Vermont,VT,Maturen; Michael,,14,,0,
846,P60012796,Vermont,VT,Warren; Elizabeth,,13,,0,
847,n/a,Vermont,VT,Epstein; Theo,,11,,0,
848,P60007242,Vermont,VT,Fiorina; Carly,,11,,0,
849,P80003478,Vermont,VT,Huckabee; Mike,,11,,0,
850,n/a,Vermont,VT,Supreme; Vermin,,10,,0,
851,n/a,Vermont,VT,Brady; Tom,,9,,0,
852,P80003338,Vermont,VT,Obama; Barack,,8,,0,
853,n/a,Vermont,VT,Ortiz; David ,,8,,0,
854,n/a,Vermont,VT,Belichek; Bill,,7,,0,
855,n/a,Vermont,VT,Leahy; Patrick,,7,,0,
856,P20000527,Vermont,VT,Nader; Ralph,,7,,0,
857,n/a,Vermont,VT,Tuttle; Fred,,6,,0,
