1,FEC ID,STATE,STATE ABBREVIATION,LAST NAME;  FIRST,TOTAL VOTES,GENERAL RESULTS,TOTAL VOTES #,GENERAL %,WINNER INDICATOR
429,P20004685,Rhode Island,RI,Goode; Virgil,,430,,0,
430,P20004263,Rhode Island,RI,"Anderson; Ross C. ""Rocky""",,416,,0,
431,P20004636,Rhode Island,RI,Lindsay; Peta,,132,,0,
432,P00003392,Rhode Island,RI,Clinton; Hillary,,64,,0,
433,n/a,Rhode Island,RI,Mouse; Mickey,,14,,0,
434,n/a,Rhode Island,RI,,Total State Votes:,446049,446049,,
435,P80003353,South Carolina,SC,Romney; Mitt,,1071645,,0.55,W
436,P80003338,South Carolina,SC,Obama; Barack,,865941,,0.44,
437,P20002671,South Carolina,SC,Johnson; Gary,,16321,,0.01,
438,P20003984,South Carolina,SC,Stein; Jill,,5446,,0,
439,P20004685,South Carolina,SC,Goode; Virgil,,4765,,0,
440,n/a,South Carolina,SC,,Total State Votes:,1964118,1964118,,
441,P80003353,South Dakota,SD,Romney; Mitt,,210610,,0.58,W
442,P80003338,South Dakota,SD,Obama; Barack,,145039,,0.4,
443,P20002671,South Dakota,SD,Johnson; Gary,,5795,,0.02,
444,P20004685,South Dakota,SD,Goode; Virgil,,2371,,0.01,
445,n/a,South Dakota,SD,,Total State Votes:,363815,363815,,
446,P80003353,Tennessee,TN,Romney; Mitt,,1462330,,0.59,W
447,P80003338,Tennessee,TN,Obama; Barack,,960709,,0.39,
448,P20002671,Tennessee,TN,Johnson; Gary,,18623,,0.01,
449,P20003984,Tennessee,TN,Stein; Jill,,6515,,0,
450,P20004685,Tennessee,TN,Goode; Virgil,,6022,,0,
451,P20004263,Tennessee,TN,"Anderson; Ross C. ""Rocky""",,2639,,0,
452,P20004693,Tennessee,TN,Miller; Merlin,,1739,,0,
453,n/a,Tennessee,TN,,Total State Votes:,2458577,2458577,,
454,P80003353,Texas,TX,Romney; Mitt,,4569843,,0.57,W
455,P80003338,Texas,TX,Obama; Barack,,3308124,,0.41,
456,P20002671,Texas,TX,Johnson; Gary,,88580,,0.01,
457,P20003984,Texas,TX,Stein; Jill,,24657,,0,
458,P20004685,Texas,TX,Goode; Virgil,,1287,,0,
459,P20004263,Texas,TX,Anderson; Rocky,,426,,0,
460,P20005260,Texas,TX,Hoefling; Tom,,374,,0,
461,P20004479,Texas,TX,Ayers; Avery,,209,,0,
462,P20003968,Texas,TX,Alexander; Stewart,,162,,0,
463,n/a,Texas,TX,Hill; Thaddaus,,102,,0,
464,P20002697,Texas,TX,Barnett; Andre N.,,87,,0,
465,n/a,Texas,TX,,Total State Votes:,7993851,7993851,,
466,P80003353,Utah,UT,Romney; Mitt,,740600,,0.73,W
467,P80003338,Utah,UT,Obama; Barack,,251813,,0.25,
468,P20002671,Utah,UT,Johnson; Gary,,12572,,0.01,
469,P20004263,Utah,UT,"Anderson; Ross C. ""Rocky""",,5335,,0.01,
470,P20003984,Utah,UT,Stein; Jill,,3817,,0,
471,P20004685,Utah,UT,Goode; Virgil,,2871,,0,
472,P80005572,Utah,UT,La Riva; Gloria,,393,,0,
473,P20002804,Utah,UT,Barr; Roseanne,,18,,0,
474,P20003208,Utah,UT,Reed; Jill,,6,,0,
475,P20002697,Utah,UT,Barnett; Andre,,5,,0,
476,P20005245,Utah,UT,Christensen; Will,,5,,0,
477,n/a,Utah,UT,Myers; Justin,,2,,0,
478,P20004651,Utah,UT,Durham; Stephen,,1,,0,
479,P20002903,Utah,UT,Hykes; Darrell,,1,,0,
480,P20004172,Utah,UT,Morstad; Dean,,1,,0,
481,n/a,Utah,UT,,Total State Votes:,1017440,1017440,,
482,P80003338,Vermont,VT,Obama; Barack,,199239,,0.67,W
483,P80003353,Vermont,VT,Romney; Mitt,,92698,,0.31,
484,P20002671,Vermont,VT,Johnson; Gary,,3487,,0.01,
485,P20004263,Vermont,VT,"Anderson; Ross C. ""Rocky""",,1128,,0,
486,P80000748,Vermont,VT,Paul; Ron,,717,,0,
487,n/a,Vermont,VT,Scattered,,710,,0,
488,P20004636,Vermont,VT,Lindsay; Peta,,695,,0,
489,P20003984,Vermont,VT,Stein; Jill,,594,,0,
490,P20004685,Vermont,VT,Goode; Virgil,,13,,0,
491,P20002804,Vermont,VT,Barr; Roseanne,,9,,0,
492,n/a,Vermont,VT,,Total State Votes:,299290,299290,,
493,P80003338,Virginia,VA,Obama; Barack,,1971820,,0.51,W
494,P80003353,Virginia,VA,Romney; Mitt,,1822522,,0.47,
495,P20002671,Virginia,VA,Johnson; Gary,,31216,,0.01,
496,P20004685,Virginia,VA,Goode; Virgil,,13058,,0,
497,P20003984,Virginia,VA,Stein; Jill,,8627,,0,
498,n/a,Virginia,VA,Scattered,,7151,,0,
499,P20004263,Virginia,VA,"Anderson; Ross C. ""Rocky""",,76,,0,
500,P20003208,Virginia,VA,Reed; Jill,,14,,0,
501,n/a,Virginia,VA,Glean; Joseph A. / Darlene Herleikson,,3,,0,
502,n/a,Virginia,VA,Glean; Joseph A. / Jamie Johnson,,1,,0,
503,P20002630,Virginia,VA,"Tittle; Sheila ""Samm""",,1,,0,
504,n/a,Virginia,VA,,Total State Votes:,3854489,3854489,,
505,P80003338,Washington,WA,Obama; Barack,,1755396,,0.56,W
506,P80003353,Washington,WA,Romney; Mitt,,1290670,,0.41,
507,P20002671,Washington,WA,Johnson; Gary,,42202,,0.01,
508,P20003984,Washington,WA,Stein; Jill,,20928,,0.01,
509,P20004685,Washington,WA,Goode; Virgil,,8851,,0,
510,P20004263,Washington,WA,"Anderson; Ross C. ""Rocky""",,4946,,0,
511,P20004636,Washington,WA,Lindsay; Peta,,1318,,0,
512,P60004454,Washington,WA,Harris; James,,1205,,0,
513,n/a,Washington,WA,,Total State Votes:,3125516,3125516,,
514,P80003353,West Virginia,WV,Romney; Mitt,,417655,,0.62,W
515,P80003338,West Virginia,WV,Obama; Barack,,238269,,0.36,
516,P20002671,West Virginia,WV,Johnson; Gary,,6302,,0.01,
517,P20003984,West Virginia,WV,Stein; Jill,,4406,,0.01,
518,P20002424,West Virginia,WV,Terry; Randall,,3806,,0.01,
519,n/a,West Virginia,WV,,Total State Votes:,670438,670438,,
520,P80003338,Wisconsin,WI,Obama; Barack,,1620985,,0.53,W
521,P80003353,Wisconsin,WI,Romney; Mitt,,1407966,,0.46,
522,P20002671,Wisconsin,WI,Johnson; Gary,,20439,,0.01,
523,P20003984,Wisconsin,WI,Stein; Jill,,7665,,0,
524,n/a,Wisconsin,WI,Scattered,,5170,,0,
525,P20004685,Wisconsin,WI,Goode; Virgil,,4930,,0,
526,P20004677,Wisconsin,WI,White; Jerry,,553,,0,
527,P80005572,Wisconsin,WI,La Riva; Gloria,,526,,0,
528,P20004263,Wisconsin,WI,"Anderson; Ross C. ""Rocky""",,112,,0,
529,P20002804,Wisconsin,WI,Barr; Roseanne,,88,,0,
530,n/a,Wisconsin,WI,,Total State Votes:,3068434,3068434,,
531,P80003353,Wyoming,WY,Romney; Mitt,,170962,,0.69,W
532,P80003338,Wyoming,WY,Obama; Barack,,69286,,0.28,
533,P20002671,Wyoming,WY,Johnson; Gary,,5326,,0.02,
534,n/a,Wyoming,WY,Scattered,,2035,,0.01,
535,P20004685,Wyoming,WY,Goode; Virgil H.,,1452,,0.01,
536,n/a,Wyoming,WY,,Total State Votes: ,249061,249061,,
