1,FEC ID,STATE,STATE ABBREVIATION,LAST NAME;  FIRST,TOTAL VOTES,GENERAL RESULTS,GENERAL %,TOTAL VOTES #,COMBINED GE PARTY TOTALS (NY),COMBINED % (NY),WINNER INDICATOR,ELECTORAL VOTES,FOOTNOTES
394,P20005260,Montana,MT,Hoefling; Tom,,3,0,,,,,,
395,P00012799,Montana,MT,Bellar; Barbara,,2,0,,,,,,
396,n/a,Montana,MT,,Total State Votes:,,,603674,,,,,
397,n/a,,,,,,,,,,,,
398,P80001571,Nebraska,NE,Trump; Donald J.,,556846,0.58,,,,W*,4,*  Nebraska distributes its electoral votes proportionally.  4 votes were cast for Donald J. Trump and 1 was cast for Joseph R. Biden.
399,P80000722,Nebraska,NE,Biden; Joseph R.,,374583,0.39,,,,,1,*  Nebraska distributes its electoral votes proportionally.  4 votes were cast for Donald J. Trump and 1 was cast for Joseph R. Biden.
400,P00013524,Nebraska,NE,Jorgensen; Jo,,20283,0.02,,,,,,
401,n/a,Nebraska,NE,Scattered,,4671,0,,,,,,
402,n/a,Nebraska,NE,,Total State Votes:,,,956383,,,,,
403,n/a,,,,,,,,,,,,
404,P80000722,Nevada,NV,Biden; Joseph R.,,703486,0.5,,,,W,6,
405,P80001571,Nevada,NV,Trump; Donald J.,,669890,0.48,,,,,,
406,P00013524,Nevada,NV,Jorgensen; Jo,,14783,0.01,,,,,,
407,n/a,Nevada,NV,None of These Candidates,,14079,0.01,,,,,,
408,P00014209,Nevada,NV,Blankenship; Don,,3138,0,,,,,,
409,n/a,Nevada,NV,,Total State Votes:,,,1405376,,,,,
410,n/a,,,,,,,,,,,,
411,P80000722,New Hampshire,NH,Biden; Joseph R.,,424937,0.53,,,,W,4,
412,P80001571,New Hampshire,NH,Trump; Donald J.,,365660,0.45,,,,,,
413,P00013524,New Hampshire,NH,Jorgensen; Jo,,13236,0.02,,,,,,
414,n/a,New Hampshire,NH,Scattered,,1158,0,,,,,,
415,P00012211,New Hampshire,NH,Hawkins; Howie,,217,0,,,,,,
416,P60007168,New Hampshire,NH,Sanders; Bernie,,192,0,,,,,,
417,P80003353,New Hampshire,NH,Romney; Mitt,,170,0,,,,,,
418,P00009183,New Hampshire,NH,Gabbard; Tulsi,,142,0,,,,,,
419,P00016741,New Hampshire,NH,West; Kanye,,82,0,,,,,,
420,P60003670,New Hampshire,NH,Kasich; John,,67,0,,,,,,
421,P00006486,New Hampshire,NH,Yang; Andrew,,58,0,,,,,,
422,n/a,New Hampshire,NH,Pence; Mike,,56,0,,,,,,
423,P00010298,New Hampshire,NH,Buttigieg; Pete,,47,0,,,,,,
424,n/a,New Hampshire,NH,Sununu; Chris,,46,0,,,,,,
425,P00011239,New Hampshire,NH,Weld; Bill,,23,0,,,,,,
426,P00012492,New Hampshire,NH,Supreme; Vermin,,22,0,,,,,,
427,P60015419,New Hampshire,NH,Klobuchar; Amy,,19,0,,,,,,
428,n/a,New Hampshire,NH,Cuomo; Andrew,,14,0,,,,,,
429,n/a,New Hampshire,NH,Shaheen; Jeanne,,14,0,,,,,,
430,n/a,New Hampshire,NH,Paul; Ron,,13,0,,,,,,
431,n/a,New Hampshire,NH,Rice; Condoleeza,,12,0,,,,,,
432,P80003478,New Hampshire,NH,Huckabee; Mike,,10,0,,,,,,
433,n/a,New Hampshire,NH,Obama; Michelle,,10,0,,,,,,
434,n/a,New Hampshire,NH,,Total State Votes:,,,806205,,,,,
435,n/a,,,,,,,,,,,,
436,P80000722,New Jersey,NJ,Biden; Joseph R.,,2608400,0.57,,,,W,14,
437,P80001571,New Jersey,NJ,Trump; Donald J.,,1883313,0.41,,,,,,
438,P00013524,New Jersey,NJ,Jorgensen; Jo,,31677,0.01,,,,,,
439,P00012211,New Jersey,NJ,Hawkins; Howie,,14202,0,,,,,,
440,n/a,New Jersey,NJ,Hammons; Bill,,3255,0,,,,,,
441,P00014209,New Jersey,NJ,Blankenship; Don,,2954,0,,,,,,
442,P80005572,New Jersey,NJ,La Riva; Gloria Estela,,2928,0,,,,,,
443,P60016342,New Jersey,NJ,"De La Fuente; Roque ""Rocky""",,2728,0,,,,,,
444,n/a,New Jersey,NJ,,Total State Votes:,,,4549457,,,,,
445,n/a,,,,,,,,,,,,
446,P80000722,New Mexico,NM,Biden; Joseph R.,,501614,0.54,,,,W,5,
447,P80001571,New Mexico,NM,Trump; Donald J.,,401894,0.43,,,,,,
448,P00013524,New Mexico,NM,Jorgensen; Jo,,12585,0.01,,,,,,
449,P00012211,New Mexico,NM,Hawkins; Howie,,4426,0,,,,,,
450,P20002630,New Mexico,NM,"Tittle; Sheila ""Samm""",,1806,0,,,,,,
451,P80005572,New Mexico,NM,La Riva; Gloria,,1640,0,,,,,,
452,n/a,New Mexico,NM,,Total State Votes:,,,923965,,,,,
453,n/a,,,,,,,,,,,,
454,P80000722,New York,NY,Biden; Joseph R.,,5244886,,,5244886,60.87%,W,29,
457,P80001571,New York,NY,Trump; Donald J.,,3251997,,,3251997,37.74%,,,
460,P00013524,New York,NY,Jorgensen; Jo,,60383,0.01,,,,,,
461,P00012211,New York,NY,Hawkins; Howie,,32832,0,,,,,,
462,P00016550,New York,NY,Pierce; Brock,,22656,0,,,,,,
463,P00016741,New York,NY,West; Kanye,,2219,0,,,,,,
464,P00013771,New York,NY,Carroll; Brian,,999,0,,,,,,
465,P80005572,New York,NY,La Riva; Gloria,,437,0,,,,,,
466,P00015537,New York,NY,Simmons; Jade,,180,0,,,,,,
467,P00012039,New York,NY,Charles; Mark,,112,0,,,,,,
468,P00014209,New York,NY,Blankenship; Don,,55,0,,,,,,
469,P00015230,New York,NY,Kishore; Joseph,,30,0,,,,,,
470,P60016342,New York,NY,"De La Fuente; Roque ""Rocky""",,25,0,,,,,,
471,P00014522,New York,NY,Collins; Phil,,10,0,,,,,,
472,P00010124,New York,NY,Hunter; Dario,,9,0,,,,,,
473,P00007864,New York,NY,Wells; Kasey,,3,0,,,,,,
474,n/a,New York,NY,Manimas; John,,2,0,,,,,,
475,P00011189,New York,NY,Howard; Shawn,,7,0,,,,,,
476,n/a,New York,NY,Hodges; Paul,,13,0,,,,,,
477,n/a,New York,NY,Martin; David A.,,3,0,,,,,,
478,P00012799,New York,NY,Bellar; Barbara,,2,0,,,,,,
479,n/a,New York,NY,Montanye; Richard Charles,,1,0,,,,,,
480,n/a,New York,NY,,Total State Votes:,,,8616861,,,,,
481,n/a,,,,,,,,,,,,
482,P80001571,North Carolina,NC,Trump; Donald J.,,2758775,0.5,,,,W,15,
483,P80000722,North Carolina,NC,Biden; Joseph R.,,2684292,0.49,,,,,,
484,P00013524,North Carolina,NC,Jorgensen; Jo,,48678,0.01,,,,,,
485,n/a,North Carolina,NC,Scattered,,13196,0,,,,,,
486,P00012211,North Carolina,NC,Hawkins; Howie,,12195,0,,,,,,
487,P00014209,North Carolina,NC,Blankenship; Don,,7549,0,,,,,,
488,P00015537,North Carolina,NC,Simmons; Jade,,119,0,,,,,,
489,n/a,North Carolina,NC,,Total State Votes:,,,5524804,,,,,
490,n/a,,,,,,,,,,,,
491,P80001571,North Dakota,ND,Trump; Donald J.,,235751,0.65,,,,W,3,
492,P80000722,North Dakota,ND,Biden; Joe,,115042,0.32,,,,,,
493,P00013524,North Dakota,ND,Jorgensen; Jo,,9371,0.03,,,,,,
494,n/a,North Dakota,ND,Scattered,,1860,0.01,,,,,,
495,n/a,North Dakota,ND,,Total State Votes:,,,362024,,,,,
496,n/a,,,,,,,,,,,,
497,P80001571,Ohio,OH,Trump; Donald J.,,3154834,0.53,,,,W,18,
498,P80000722,Ohio,OH,Biden; Joseph R.,,2679165,0.45,,,,,,
499,P00013524,Ohio,OH,Jorgensen; Jo,,67569,0.01,,,,,,
500,P00012211,Ohio,OH,Hawkins; Howie,,18812,0,,,,,,
501,P00013771,Ohio,OH,Carroll; Brian,,1450,0,,,,,,
502,P00015537,Ohio,OH,Simmons; Jade,,212,0,,,,,,
503,P20005260,Ohio,OH,Hoefling; Tom,,114,0,,,,,,
504,P00010124,Ohio,OH,Hunter; Dario,,27,0,,,,,,
505,P00007864,Ohio,OH,Wells; Kasey,,16,0,,,,,,
506,P00017202,Ohio,OH,Boddie; President R19,,3,0,,,,,,
507,n/a,Ohio,OH,,Total State Votes:,,,5922202,,,,,
508,n/a,,,,,,,,,,,,
509,P80001571,Oklahoma,OK,Trump; Donald J.,,1020280,0.65,,,,W,7,
510,P80000722,Oklahoma,OK,Biden; Joseph R.,,503890,0.32,,,,,,
511,P00013524,Oklahoma,OK,Jorgensen; Jo,,24731,0.02,,,,,,
512,P00016741,Oklahoma,OK,West; Kanye,,5597,0,,,,,,
513,P00015537,Oklahoma,OK,Simmons; Jade,,3654,0,,,,,,
514,P00016550,Oklahoma,OK,Pierce; Brock,,2547,0,,,,,,
515,n/a,Oklahoma,OK,,Total State Votes:,,,1560699,,,,,
516,n/a,,,,,,,,,,,,
517,P80000722,Oregon,OR,Biden; Joseph R.,,1340383,0.56,,,,W,7,
518,P80001571,Oregon,OR,Trump; Donald J.,,958448,0.4,,,,,,
519,P00013524,Oregon,OR,Jorgensen; Jo,,41582,0.02,,,,,,
520,n/a,Oregon,OR,Miscellaneous,,17089,0.01,,,,,,
521,P00012211,Oregon,OR,Hawkins; Howie,,11831,0,,,,,,
522,P00010124,Oregon,OR,Hunter; Dario,,4988,0,,,,,,
523,n/a,Oregon,OR,,Total State Votes:,,,2374321,,,,,
524,n/a,,,,,,,,,,,,
525,P80000722,Pennsylvania,PA,Biden; Joseph R.,,3458229,0.5,,,,W,20,
526,P80001571,Pennsylvania,PA,Trump; Donald J.,,3377674,0.49,,,,,,
527,P00013524,Pennsylvania,PA,Jorgensen; Jo,,79380,0.01,,,,,,
528,n/a,Pennsylvania,PA,Scattered,,20049,0,,,,,,
529,P00012211,Pennsylvania,PA,Hawkins; Howie,,1282,0,,,,,,
530,P00013771,Pennsylvania,PA,Carroll; Brian,,362,0,,,,,,
531,n/a,Pennsylvania,PA,,Total State Votes:,,,6936976,,,,,
532,n/a,,,,,,,,,,,,
533,P80000722,Rhode Island,RI,Biden; Joseph R.,,307486,0.59,,,,W,4,
534,P80001571,Rhode Island,RI,Trump; Donald J.,,199922,0.39,,,,,,
535,P00013524,Rhode Island,RI,Jorgensen; Jo,,5053,0.01,,,,,,
536,n/a,Rhode Island,RI,Scattered,,2759,0.01,,,,,,
537,P60016342,Rhode Island,RI,"De La Fuente; Roque ""Rocky""",,923,0,,,,,,
538,P80005572,Rhode Island,RI,La Riva; Gloria,,847,0,,,,,,
539,P00013771,Rhode Island,RI,Carroll; Brian,,767,0,,,,,,
540,n/a,Rhode Island,RI,,Total State Votes:,,,517757,,,,,
541,n/a,,,,,,,,,,,,
542,P80001571,South Carolina,SC,Trump; Donald J.,,1385103,0.55,,,,W,9,
543,P80000722,South Carolina,SC,Biden; Joseph R.,,1091541,0.43,,,,,,
544,P00013524,South Carolina,SC,Jorgensen; Jo,,27916,0.01,,,,,,
545,P00012211,South Carolina,SC,Hawkins; Howie,,6907,0,,,,,,
546,P60016342,South Carolina,SC,"De La Fuente; Roque ""Rocky""",,1862,0,,,,,,
547,n/a,South Carolina,SC,,Total State Votes:,,,2513329,,,,,
548,n/a,,,,,,,,,,,,
549,P80001571,South Dakota,SD,Trump; Donald J.,,261043,0.62,,,,W,3,
550,P80000722,South Dakota,SD,Biden; Joseph R.,,150471,0.36,,,,,,
551,P00013524,South Dakota,SD,Jorgensen; Jo,,11095,0.03,,,,,,
552,n/a,South Dakota,SD,,Total State Votes:,,,422609,,,,,
553,n/a,,,,,,,,,,,,
554,P80001571,Tennessee,TN,Trump; Donald J.,,1852475,0.61,,,,W,11,
555,P80000722,Tennessee,TN,Biden; Joseph R.,,1143711,0.37,,,,,,
556,P00013524,Tennessee,TN,Jorgensen; Jo,,29877,0.01,,,,,,
557,P00016741,Tennessee,TN,West; Kanye,,10279,0,,,,,,
558,P00014209,Tennessee,TN,Blankenship; Don,,5365,0,,,,,,
559,P00012211,Tennessee,TN,Hawkins; Howie,,4545,0,,,,,,
560,P80005473,Tennessee,TN,Kennedy; Alyson,,2576,0,,,,,,
561,P80005572,Tennessee,TN,La Riva; Gloria,,2301,0,,,,,,
562,P60016342,Tennessee,TN,"De La Fuente; Roque ""Rocky""",,1860,0,,,,,,
563,P00013771,Tennessee,TN,Carroll; Brian,,762,0,,,,,,
564,P00015537,Tennessee,TN,Simmons; Jade,,68,0,,,,,,
565,P20005260,Tennessee,TN,Hoefling; Tom,,31,0,,,,,,
566,P00017202,Tennessee,TN,Boddie; R19,,1,0,,,,,,
567,n/a,Tennessee,TN,,Total State Votes:,,,3053851,,,,,
568,n/a,,,,,,,,,,,,
569,P80001571,Texas,TX,Trump; Donald J.,,5890347,0.52,,,,W,38,
570,P80000722,Texas,TX,Biden; Joseph R.,,5259126,0.46,,,,,,
571,P00013524,Texas,TX,Jorgensen; Jo,,126243,0.01,,,,,,
572,P00012211,Texas,TX,Hawkins; Howie,,33396,0,,,,,,
573,P00013771,Texas,TX,Carroll; Brian,,2785,0,,,,,,
574,P00017202,Texas,TX,Boddie; President R.,,2012,0,,,,,,
575,n/a,Texas,TX,Scattered,,460,0,,,,,,
576,P80005572,Texas,TX,La Riva; Gloria,,350,0,,,,,,
577,P20005260,Texas,TX,Hoefling; Tom,,337,0,,,,,,
578,n/a,Texas,TX,Cella; Todd,,205,0,,,,,,
579,n/a,Texas,TX,Cuellar; Jesse,,49,0,,,,,,
580,P00016329,Texas,TX,Loeb; Abram,,36,0,,,,,,
581,n/a,Texas,TX,Morrow; Robert,,56,0,,,,,,
582,P00007864,Texas,TX,Wells; Kasey,,114,0,,,,,,
583,n/a,Texas,TX,,Total State Votes:,,,11315056,,,,,
584,n/a,,,,,,,,,,,,
585,P80001571,Utah,UT,Trump; Donald J.,,865140,0.58,,,,W,6,
586,P80000722,Utah,UT,Biden; Joseph R.,,560282,0.38,,,,,,
587,P00013524,Utah,UT,Jorgensen; Jo,,38447,0.03,,,,,,
588,P00016741,Utah,UT,West; Kanye,,7213,0,,,,,,
589,P00014209,Utah,UT,Blankenship; Don,,5551,0,,,,,,
590,P00012211,Utah,UT,Hawkins; Howie,,5053,0,,,,,,
591,P00016550,Utah,UT,Pierce; Brock,,2623,0,,,,,,
592,P00013326,Utah,UT,McHugh; Joe,,2229,0,,,,,,
593,P80005572,Utah,UT,La Riva; Gloria,,1139,0,,,,,,
594,P00013771,Utah,UT,Carroll; Brian,,368,0,,,,,,
595,P00015537,Utah,UT,Simmons; Jade,,186,0,,,,,,
596,P20005260,Utah,UT,Hoefling; Tom,,51,0,,,,,,
597,P00017202,Utah,UT,Boddie; President R.,,6,0,,,,,,
598,n/a,Utah,UT,Forbes; Katherine,,1,,,,,,,
599,n/a,Utah,UT,,Total State Votes:,,,1488289,,,,,
600,n/a,,,,,,,,,,,,
601,P80000722,Vermont,VT,Biden; Joseph R.,,242820,0.66,,,,W,3,
602,P80001571,Vermont,VT,Trump; Donald J.,,112704,0.31,,,,,,
603,P00013524,Vermont,VT,Jorgensen; Jo,,3608,0.01,,,,,,
604,n/a,Vermont,VT,Scattered,,1323,0,,,,,,
605,P00012211,Vermont,VT,Hawkins; Howie,,1310,0,,,,,,
606,P00016741,Vermont,VT,West; Kanye,,1269,0,,,,,,
607,n/a,Vermont,VT,Paige; H. Brooke,,1175,0,,,,,,
608,P80003809,Vermont,VT,LaFontaine; Christopher,,856,0,,,,,,
609,P60007168,Vermont,VT,Sanders; Bernie,,619,0,,,,,,
610,P20005252,Vermont,VT,Duncan; Richard,,213,0,,,,,,
611,P00013771,Vermont,VT,Carroll; Brian,,209,0,,,,,,
612,P00014209,Vermont,VT,Blankenship; Don,,208,0,,,,,,
613,P80005473,Vermont,VT,Kennedy; Alyson,,195,0,,,,,,
614,P80005572,Vermont,VT,La Riva; Gloria,,166,0,,,,,,
615,P00007674,Vermont,VT,Swing; Gary,,141,0,,,,,,
616,P00014522,Vermont,VT,Collins; Phil,,137,0,,,,,,
617,n/a,Vermont,VT,McCormick; Keith,,126,0,,,,,,
618,P00016550,Vermont,VT,Pierce; Brock,,100,0,,,,,,
619,P00013706,Vermont,VT,Segal; Jerome,,65,0,,,,,,
620,n/a,Vermont,VT,Huber; Blake,,54,0,,,,,,
621,P60015419,Vermont,VT,Kopitke; Kyle Kenley,,53,0,,,,,,
622,P60016342,Vermont,VT,"De La Fuente; Roque ""Rocky""",,48,0,,,,,,
623,n/a,Vermont,VT,Scalf; Zachary,,29,0,,,,,,
624,n/a,Vermont,VT,,Total State Votes:,,,367428,,,,,
625,n/a,,,,,,,,,,,,
626,P80000722,Virginia,VA,Biden; Joseph R.,,2413568,0.54,,,,W,13,
627,P80001571,Virginia,VA,Trump; Donald J.,,1962430,0.44,,,,,,
628,P00013524,Virginia,VA,Jorgensen; Jo,,64761,0.01,,,,,,
629,n/a,Virginia,VA,All Others,,19765,0,,,,,,
630,n/a,Virginia,VA,,Total State Votes:,,,4460524,,,,,
631,n/a,,,,,,,,,,,,
632,P80000722,Washington,WA,Biden; Joseph R.,,2369612,0.58,,,,W,12,
633,P80001571,Washington,WA,Trump; Donald J.,,1584651,0.39,,,,,,
634,P00013524,Washington,WA,Jorgensen; Jo,,80500,0.02,,,,,,
635,n/a,Washington,WA,Scattered,,27252,0.01,,,,,,
636,P00012211,Washington,WA,Hawkins; Howie,,18289,0,,,,,,
637,P80005572,Washington,WA,La Riva; Gloria,,4840,0,,,,,,
638,P80005473,Washington,WA,Kennedy; Alyson,,2487,0,,,,,,
639,n/a,Washington,WA,,Total State Votes:,,,4087631,,,,,
640,n/a,,,,,,,,,,,,
641,P80001571,West Virginia,WV,Trump; Donald J.,,545382,0.69,,,,W,5,
642,P80000722,West Virginia,WV,Biden; Joseph R.,,235984,0.3,,,,,,
643,P00013524,West Virginia,WV,Jorgensen; Jo,,10687,0.01,,,,,,
644,P00012211,West Virginia,WV,Hawkins; Howie,,2599,0,,,,,,
645,P00014209,West Virginia,WV,Blankenship; Don,,25,0,,,,,,
646,P00012039,West Virginia,WV,Charles; Mark,,11,0,,,,,,
647,P80005572,West Virginia,WV,La Riva; Gloria,,9,0,,,,,,
648,n/a,West Virginia,WV,Raley; Albert,,8,0,,,,,,
649,P20005260,West Virginia,WV,Hoefling; Tom,,6,0,,,,,,
650,P00015537,West Virginia,WV,Simmons; Jade,,6,0,,,,,,
651,P00016550,West Virginia,WV,Pierce; Brock,,5,0,,,,,,
652,P00012799,West Virginia,WV,Bellar; Barbara Ruth,,2,0,,,,,,
653,P00005207,West Virginia,WV,Rouse; Deborah,,2,0,,,,,,
654,n/a,West Virginia,WV,Williams; Andy; Jr.,,2,0,,,,,,
655,P00011189,West Virginia,WV,Howard; Shawn,,1,0,,,,,,
656,P20004768,West Virginia,WV,Jacob-Fambro; Princess Khadijah M.,,1,0,,,,,,
657,P00017295,West Virginia,WV,Laboch; Michael,,1,0,,,,,,
658,n/a,West Virginia,WV,,Total State Votes:,,,794731,,,,,
659,n/a,,,,,,,,,,,,
660,P80000722,Wisconsin,WI,Biden; Joseph R.,,1630866,0.49,,,,W,10,
661,P80001571,Wisconsin,WI,Trump; Donald J.,,1610184,0.49,,,,,,
662,P00013524,Wisconsin,WI,Jorgensen; Jo,,38491,0.01,,,,,,
663,n/a,Wisconsin,WI,Scattered,,6367,0,,,,,,
664,P00013771,Wisconsin,WI,Carroll; Brian,,5259,0,,,,,,
665,P00014209,Wisconsin,WI,Blankenship; Don,,5146,0,,,,,,
666,P00012211,Wisconsin,WI,Hawkins; Howie,,1089,0,,,,,,
667,P00016741,Wisconsin,WI,West; Kanye,,411,0,,,,,,
668,P80005572,Wisconsin,WI,La Riva; Gloria,,110,0,,,,,,
669,P00012039,Wisconsin,WI,Charles; Mark,,52,0,,,,,,
670,P00015537,Wisconsin,WI,Simmons; Jade,,36,0,,,,,,
671,P00017202,Wisconsin,WI,Boddie; President R19,,5,0,,,,,,
672,P00007864,Wisconsin,WI,Wells; Kasey,,25,0,,,,,,
673,n/a,Wisconsin,WI,,Total State Votes:,,,3298041,,,,,
674,n/a,,,,,,,,,,,,
675,P80001571,Wyoming,WY,Trump; Donald J.,,193559,0.7,,,,W,3,
676,P80000722,Wyoming,WY,Biden; Joseph R.,,73491,0.27,,,,,,
677,P00013524,Wyoming,WY,Jorgensen; Jo,,5768,0.02,,,,,,
678,P00016550,Wyoming,WY,Pierce; Brock,,2208,0.01,,,,,,
679,n/a,Wyoming,WY,Scattered,,1739,0.01,,,,,,
680,n/a,Wyoming,WY,,Total State Votes:,,,276765,,,,,
681,n/a,,,,,,,,,,,,
